,index_x,PassengerId,Survived,Pclass,Name,Sex,Age_x,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,Surname_x,Firstname,Othernames,KaggleAge,index_y,Surname_y,First Names,Age_y,Boarded,Survivor (S) or Victim (†),AgeDiff
308,895,896,,3,HirvonenMrs Helga Elisabeth Lindqvist,female,22.0,1,1,3101298,12.2875,,S,Mrs,Hirvonen,Helga,E Lindqvist,22.0,547.0,Hirvonen,Mrs Helga Elisabeth Lindqvist,22.0,Southampton,S,0.0
309,1210,1211,,2,JefferysMr Ernest Wilfred,male,22.0,2,0,C.A. 31029,31.5,,S,Mr,Jefferys,Ernest,,22.0,597.0,Jefferys,Mr Ernest Wilfred,22.0,Southampton,†,0.0
310,395,396,0.0,3,JohanssonMr Erik,male,22.0,0,0,350052,7.7958,,S,Mr,Johansson,Erik,,22.0,606.0,Johansson,Mr Erik,22.0,Southampton,†,0.0
311,478,479,0.0,3,KarlssonMr Nils August,male,22.0,0,0,350060,7.5208,,S,Mr,Karlsson,Nils,,22.0,637.0,Karlsson,Mr Nils August,22.0,Southampton,†,0.0
312,1137,1138,,2,KarnesMrs Claire,female,22.0,0,0,F.C.C. 13534,21.0,,S,Mrs,Karnes,Claire,Bennett,22.0,638.0,Karnes,Mrs Claire,28.0,Southampton,†,-6.0
313,1267,1268,,3,KinkMiss Maria,female,22.0,2,0,315152,8.6625,,S,Miss,Kink,Maria,,22.0,663.0,Kink,Miss Maria,22.0,Southampton,†,0.0
314,376,377,1.0,3,LandergrenMiss Aurora Adelia,female,22.0,0,0,C 7077,7.25,,S,Miss,Landergren,Aurora,,22.0,687.0,Landergren,Miss Aurora Adelia,22.0,Southampton,S,0.0
315,608,609,1.0,2,LarocheMrs Juliette Marie Louise,female,22.0,1,2,SC/Paris 2123,41.5792,,C,Mrs,Laroche,Juliette,Marie Louise Lafargue,22.0,693.0,Laroche,Mrs Juliette Marie Louise,22.0,Cherbourg,S,0.0
316,1289,1290,,3,LarssonMr Edvard,male,22.0,0,0,347065,7.775,,S,Mr,Larsson-Rondberg,Edvard,,22.0,696.0,Larsson,Mr Edvard,22.0,Southampton,†,0.0
317,553,554,1.0,3,No name match,male,22.0,0,0,2620,7.225,,C,Mr,Leeni,"""Philip","Zenni""",22.0,,,,,,,
318,243,244,0.0,3,MäenpääMr Matti Alexanteri,male,22.0,0,0,STON/O 2. 3101275,7.125,,S,Mr,Maenpaa,Matti,,22.0,847.0,Mäenpää,Mr Matti Alexanteri,22.0,Southampton,†,0.0
319,287,288,0.0,3,NaidenoffMr Penko,male,22.0,0,0,349206,7.8958,,S,Mr,Naidenoff,Penko,,22.0,852.0,Naidenoff,Mr Penko,22.0,Southampton,†,0.0
320,141,142,1.0,3,NystenMiss Anna Sofia,female,22.0,0,0,347081,7.75,,S,Miss,Nysten,Anna,,22.0,889.0,Nysten,Miss Anna Sofia,22.0,Southampton,S,0.0
321,554,555,1.0,3,ÖhmanMiss Velin,female,22.0,0,0,347085,7.775,,S,Miss,Ohman,Velin,,22.0,1315.0,Öhman,Miss Velin,22.0,Southampton,S,0.0
322,917,918,,1,ØstbyMiss Helen Ragnhild,female,22.0,0,1,113509,61.9792,B36,C,Miss,Ostby,Helene,,22.0,1316.0,Østby,Miss Helen Ragnhild,22.0,Southampton,S,0.0
323,1170,1171,,2,OxenhamMr Percy Thomas,male,22.0,0,0,W./C. 14260,10.5,,S,Mr,Oxenham,Percy,,22.0,908.0,Oxenham,Mr Percy Thomas,22.0,Southampton,S,0.0
324,151,152,1.0,1,PearsMr Thomas Clinton,female,22.0,1,0,113776,66.6,C2,S,Mrs,Pears,Edith,Wearne,22.0,941.0,Pears,Mr Thomas Clinton,29.0,Southampton,†,-7.0
325,212,213,0.0,3,PerkinMr John Henry,male,22.0,0,0,A/5 21174,7.25,,S,Mr,Perkin,John,,22.0,948.0,Perkin,Mr John Henry,22.0,Southampton,†,0.0
326,1258,1259,,3,RiihivuoriMiss Susanna Juhantytär,female,22.0,0,0,3101295,39.6875,,S,Miss,Riihivouri,Susanna,Juhantytar,22.0,1012.0,Riihivuori,Miss Susanna Juhantytär,22.0,Southampton,†,0.0
327,373,374,0.0,1,No name match,male,22.0,0,0,PC 17760,135.6333,,C,Mr,Ringhini,Sante,,22.0,,,,,,,
328,60,61,0.0,3,SirayanianMr Orsen,male,22.0,0,0,2669,7.2292,,C,Mr,Sirayanian,Orsen,,22.0,1104.0,Sirayanian,Mr Orsen,22.0,Cherbourg,†,0.0
329,474,475,0.0,3,StrandbergMiss Ida Sofia,female,22.0,0,0,7553,9.8375,,S,Miss,Strandberg,Ida,,22.0,1155.0,Strandberg,Miss Ida Sofia,22.0,Southampton,†,0.0
330,1202,1203,,3,VartanianMr David,male,22.0,0,0,2658,7.225,,C,Mr,Vartanian,David,,22.0,1234.0,Vartanian,Mr David,22.0,Cherbourg,†,0.0
331,521,522,0.0,3,VovkMr Janko,male,22.0,0,0,349252,7.8958,,S,Mr,Vovk,Janko,,22.0,1238.0,Vovk,Mr Janko,21.0,Southampton,†,1.0
332,80,81,0.0,3,WaelensMr Achille,male,22.0,0,0,345767,9.0,,S,Mr,Waelens,Achille,,22.0,1239.0,Waelens,Mr Achille,22.0,Southampton,†,0.0
333,918,919,,3,No name match,male,22.5,0,0,2698,7.225,,C,Mr,Daher,Shedid,,22.5,,,,,,,
334,1117,1118,,3,AsplundMr Johan Charles,male,23.0,0,0,350054,7.7958,,S,Mr,Asplund,Johan,,23.0,61.0,Asplund,Mr Johan Charles,23.0,Southampton,S,0.0
335,1216,1217,,3,AssamMr Ali,male,23.0,0,0,SOTON/O.Q. 3101309,7.05,,S,Mr,Assam,Ali,,23.0,64.0,Assam,Mr Ali,23.0,Southampton,†,0.0
336,833,834,0.0,3,AugustssonMr Albert,male,23.0,0,0,347468,7.8542,,S,Mr,Augustsson,Albert,,23.0,70.0,Augustsson,Mr Albert,23.0,Southampton,†,0.0
337,1089,1090,,2,BaimbriggeMr Charles Robert,male,23.0,0,0,C.A. 31030,10.5,,S,Mr,Baimbrigge,Charles,,23.0,81.0,Baimbrigge,Mr Charles Robert,22.0,Southampton,†,1.0
338,733,734,0.0,2,BerrimanMr William John,male,23.0,0,0,28425,13.0,,S,Mr,Berriman,William,,23.0,114.0,Berriman,Mr William John,23.0,Southampton,†,0.0
339,1029,1030,,3,DropkinMiss Jennie,female,23.0,0,0,SOTON/OQ 392083,8.05,,S,Miss,Drapkin,Jennie,,23.0,356.0,Dropkin,Miss Jennie,24.0,Southampton,†,-1.0
340,1063,1064,,3,DykerMr Adolf Fredrik,male,23.0,1,0,347072,13.9,,S,Mr,Dyker,Adolf,,23.0,364.0,Dyker,Mr Adolf Fredrik,23.0,Southampton,†,0.0
341,1041,1042,,1,EarnshawMrs Olive,female,23.0,0,1,11767,83.1583,C54,C,Mrs,Earnshaw,Olive,Potter,23.0,366.0,Earnshaw,Mrs Olive,23.0,Cherbourg,S,0.0
342,658,659,0.0,2,EitemillerMr George Floyd,male,23.0,0,0,29751,13.0,,S,Mr,Eitemiller,George,,23.0,368.0,Eitemiller,Mr George Floyd,25.0,Southampton,†,-2.0
343,88,89,1.0,1,FortuneMiss Mabel Helen,female,23.0,3,2,19950,263.0,C23 C25 C27,S,Miss,Fortune,Mabel,,23.0,408.0,Fortune,Miss Mabel Helen,23.0,Southampton,S,0.0
344,97,98,1.0,1,GreenfieldMr William Bertram,male,23.0,0,1,PC 17759,63.3583,D10 D12,C,Mr,Greenfield,William,,23.0,474.0,Greenfield,Mr William Bertram,23.0,Cherbourg,S,0.0
345,816,817,0.0,3,HeininenMiss Wendla Maria,female,23.0,0,0,STON/O2. 3101290,7.925,,S,Miss,Heininen,Wendla,,23.0,528.0,Heininen,Miss Wendla Maria,23.0,Southampton,†,0.0
346,529,530,0.0,2,HockingMr Richard George,male,23.0,2,1,29104,11.5,,S,Mr,Hocking,Richard,,23.0,549.0,Hocking,Mr Richard George,23.0,Southampton,†,0.0
347,473,474,1.0,2,JerwanMrs Marie Marthe,female,23.0,0,0,SC/AH Basle 541,13.7917,D,C,Mrs,Jerwan,Marie,Marthe Thuillard,23.0,603.0,Jerwan,Mrs Marie Marthe,23.0,Cherbourg,S,0.0
348,753,754,0.0,3,JonkoffMr Lalio,male,23.0,0,0,349204,7.8958,,S,Mr,Jonkoff,Lalio,,23.0,622.0,Jonkoff,Mr Lalio,23.0,Southampton,†,0.0
349,1048,1049,,3,LundinMiss Olga Elida,female,23.0,0,0,347469,7.8542,,S,Miss,Lundin,Olga,,23.0,739.0,Lundin,Miss Olga Elida,23.0,Southampton,S,0.0
350,393,394,1.0,1,NewellMiss Marjorie Anne,female,23.0,1,0,35273,113.275,D36,C,Miss,Newell,Marjorie,,23.0,872.0,Newell,Miss Marjorie Anne,23.0,Cherbourg,S,0.0
351,350,351,0.0,3,ÖdahlMr Nils Martin,male,23.0,0,0,7267,9.225,,S,Mr,Odahl,Nils,,23.0,1314.0,Ödahl,Mr Nils Martin,23.0,Southampton,†,0.0
352,1171,1172,,3,OreskovicMiss Jelka,female,23.0,0,0,315085,8.6625,,S,Miss,Oreskovic,Jelka,,23.0,901.0,Oreskovic,Miss Jelka,23.0,Southampton,†,0.0
353,398,399,0.0,2,PainDr Alfred,male,23.0,0,0,244278,10.5,,S,Dr,Pain,Alfred,,23.0,920.0,Pain,Dr Alfred,23.0,Southampton,†,0.0
354,1281,1282,,1,No name match,male,23.0,0,0,12749,93.5,B24,S,Mr,Payne,Vivian,,23.0,,,,,,,
355,135,136,0.0,2,RichardsMrs Emily,male,23.0,0,0,SC/PARIS 2133,15.0458,,C,Mr,Richard,Emile,,23.0,1009.0,Richards,Mrs Emily,24.0,Southampton,S,-1.0
356,903,904,,1,SnyderMr John Pillsbury,female,23.0,1,0,21228,82.2667,B45,S,Mrs,Snyder,Nelle,Stevenson,23.0,1130.0,Snyder,Mr John Pillsbury,24.0,Southampton,S,-1.0
357,649,650,1.0,3,StanleyMiss Amy Zillah Elsie,female,23.0,0,0,CA. 2314,7.55,,S,Miss,Stanley,Amy,Zillah,23.0,1143.0,Stanley,Miss Amy Zillah Elsie,24.0,Southampton,S,-1.0
358,734,735,0.0,2,TroupianskyMr Moses Aaron,male,23.0,0,0,233639,13.0,,S,Mr,Troupiansky,Moses,,23.0,1203.0,Troupiansky,Mr Moses Aaron,23.0,Southampton,†,0.0
359,1297,1298,,2,WareMr William Jeffery,male,23.0,1,0,28666,10.5,,S,Mr,Ware,William,,23.0,1245.0,Ware,Mr William Jeffery,23.0,Southampton,†,0.0
360,296,297,0.0,3,HannaMr Mansour,male,23.5,0,0,2693,7.2292,,C,Mr,Hanna,Mansour,,23.5,491.0,Hanna,Mr Mansour,35.0,Cherbourg,†,-11.5
361,210,211,0.0,3,AliMr Ahmed,male,24.0,0,0,SOTON/O.Q. 3101311,7.05,,S,Mr,Ali,Ahmed,,24.0,18.0,Ali,Mr Ahmed,24.0,Southampton,†,0.0
362,1277,1278,,3,AronssonMr Ernst Axel Algot,male,24.0,0,0,349911,7.775,,S,Mr,Aronsson,Ernst,Axel,24.0,51.0,Aronsson,Mr Ernst Axel Algot,24.0,Southampton,†,0.0
363,369,370,1.0,1,AubartMme. Léontine Pauline “Ninette”,female,24.0,0,0,PC 17477,69.3,B35,C,Mme,Aubart,Leontine,,24.0,69.0,Aubart,Mme. Léontine Pauline “Ninette”,24.0,Cherbourg,S,0.0
364,858,859,1.0,3,BacliniMrs Latifa,female,24.0,0,3,2666,19.2583,,C,Mrs,Baclini,Latifa,Qurban,24.0,77.0,Baclini,Mrs Latifa,24.0,Cherbourg,S,0.0
365,118,119,0.0,1,BaxterMr Quigg Edmond,male,24.0,0,1,PC 17558,247.5208,B58 B60,C,Mr,Baxter,Quigg,,24.0,96.0,Baxter,Mr Quigg Edmond,24.0,Cherbourg,†,0.0
366,345,346,1.0,2,BrownMiss Amelia Mary,female,24.0,0,0,248733,13.0,F33,S,Miss,Brown,Amelia,,24.0,153.0,Brown,Miss Amelia Mary,18.0,Southampton,S,6.0
367,1026,1027,,3,CarlssonMr Carl Robert,male,24.0,0,0,350409,7.8542,,S,Mr,Carlsson,Carl,,24.0,199.0,Carlsson,Mr Carl Robert,24.0,Southampton,†,0.0
368,89,90,0.0,3,CelottiMr Francesco,male,24.0,0,0,343275,8.05,,S,Mr,Celotti,Francesco,,24.0,215.0,Celotti,Mr Francesco,24.0,Southampton,†,0.0
369,1287,1288,,3,ColbertMr Patrick,male,24.0,0,0,371109,7.25,,Q,Mr,Colbert,Patrick,,24.0,244.0,Colbert,Mr Patrick,24.0,Queenstown,†,0.0
370,514,515,0.0,3,ColeffMr Satio,male,24.0,0,0,349209,7.4958,,S,Mr,Coleff,Satio,,24.0,245.0,Coleff,Mr Satio,24.0,Southampton,†,0.0
371,1098,1099,,2,CollettMr Sidney Clarence Stuart,male,24.0,0,0,28034,10.5,,S,Mr,Collett,Sidney,C,24.0,248.0,Collett,Mr Sidney Clarence Stuart,25.0,Southampton,S,-1.0
372,565,566,0.0,3,DaviesMr Alfred James,male,24.0,2,0,A/4 48871,24.15,,S,Mr,Davies,Alfred,,24.0,304.0,Davies,Mr Alfred James,24.0,Southampton,†,0.0
373,970,971,,3,DoyleMiss Elizabeth,female,24.0,0,0,368702,7.75,,Q,Miss,Doyle,Elizabeth,,24.0,350.0,Doyle,Miss Elizabeth,28.0,Queenstown,†,-4.0
374,1046,1047,,3,DuqueminMr Joseph Pierre,male,24.0,0,0,S.O./P.P. 752,7.55,,S,Mr,Duquemin,Joseph,,24.0,360.0,Duquemin,Mr Joseph Pierre,24.0,Southampton,S,0.0
375,341,342,1.0,1,FortuneMiss Alice Elizabeth,female,24.0,3,2,19950,263.0,C23 C25 C27,S,Miss,Fortune,Alice,,24.0,406.0,Fortune,Miss Alice Elizabeth,24.0,Southampton,S,0.0
376,139,140,0.0,1,No name match,male,24.0,0,0,PC 17593,79.2,B86,C,Mr,Giglio,Victor,,24.0,,,,,,,
377,1239,1240,,2,GilesMr Ralph,male,24.0,0,0,248726,13.5,,S,Mr,Giles,Ralph,,24.0,446.0,Giles,Mr Ralph,24.0,Southampton,†,0.0
378,864,865,0.0,2,GillMr John,male,24.0,0,0,233866,13.0,,S,Mr,Gill,John,,24.0,448.0,Gill,Mr John,24.0,Southampton,†,0.0
379,293,294,0.0,3,HaasMiss Aloisia,female,24.0,0,0,349236,8.85,,S,Miss,Haas,Aloisia,,24.0,483.0,Haas,Miss Aloisia,24.0,Southampton,†,0.0
380,142,143,1.0,3,HakkarainenMrs Elin Matilda,female,24.0,1,0,STON/O2. 3101279,15.85,,S,Mrs,Hakkarainen,Elin,Matilda Dolck,24.0,487.0,Hakkarainen,Mrs Elin Matilda,24.0,Southampton,S,0.0
381,247,248,1.0,2,HämäläinenMrs Anna,female,24.0,0,2,250649,14.5,,S,Mrs,Hamalainen,Anna),,24.0,576.0,Hämäläinen,Mrs Anna,23.0,Southampton,S,1.0
382,310,311,1.0,1,HaysMiss Margaret Bechstein,female,24.0,0,0,11767,83.1583,C54,C,Miss,Hays,Margaret,,24.0,519.0,Hays,Miss Margaret Bechstein,24.0,Cherbourg,S,0.0
383,615,616,1.0,2,HermanMiss Alice,female,24.0,1,2,220845,65.0,,S,Miss,Herman,Alice,,24.0,533.0,Herman,Miss Alice,23.0,Southampton,S,1.0
384,1276,1277,,2,HermanMiss Kate,female,24.0,1,2,220845,65.0,,S,Miss,Herman,Kate,,24.0,534.0,Herman,Miss Kate,23.0,Southampton,S,1.0
385,655,656,0.0,2,HickmanMr Leonard Mark,male,24.0,2,0,S.O.C. 14879,73.5,,S,Mr,Hickman,Leonard,,24.0,538.0,Hickman,Mr Leonard Mark,24.0,Southampton,†,0.0
386,600,601,1.0,2,JacobsohnMrs Amy Frances Christy,female,24.0,2,1,243847,27.0,,S,Mrs,Jacobsohn,Amy,Frances Christy,24.0,591.0,Jacobsohn,Mrs Amy Frances Christy,24.0,Southampton,S,0.0
387,922,923,,2,JefferysMr Clifford Thomas,male,24.0,2,0,C.A. 31029,31.5,,S,Mr,Jefferys,Clifford,,24.0,596.0,Jefferys,Mr Clifford Thomas,24.0,Southampton,†,0.0
388,316,317,1.0,2,KantorMrs Miriam,female,24.0,1,0,244367,26.0,,S,Mrs,Kantor,Miriam,Sternin,24.0,633.0,Kantor,Mrs Miriam,24.0,Southampton,S,0.0
389,234,235,0.0,2,LeysonMr Robert William Norman,male,24.0,0,0,C.A. 29566,10.5,,S,Mr,Leyson,Robert,William,24.0,712.0,Leyson,Mr Robert William Norman,25.0,Southampton,†,-1.0
390,770,771,0.0,3,LievensMr René Aimé,male,24.0,0,0,345781,9.5,,S,Mr,Lievens,Rene,,24.0,713.0,Lievens,Mr René Aimé,24.0,Southampton,†,0.0
391,127,128,1.0,3,MadsenMr Fridtjof Arne,male,24.0,0,0,C 17369,7.1417,,S,Mr,Madsen,Fridtjof,,24.0,749.0,Madsen,Mr Fridtjof Arne,24.0,Southampton,S,0.0
392,1252,1253,,2,MalletMrs Antonine Marie,female,24.0,1,1,S.C./PARIS 2079,37.0042,,C,Mrs,Mallet,Antoinette,Magnin,24.0,757.0,Mallet,Mrs Antonine Marie,24.0,Cherbourg,S,0.0
393,710,711,1.0,1,MaynéMlle Berthe Antonine,female,24.0,0,0,PC 17482,49.5042,C90,C,Mlle,Mayne,"""Mrs","de Villiers""",24.0,771.0,Mayné,Mlle Berthe Antonine,24.0,Cherbourg,S,0.0
394,743,744,0.0,3,McNameeMr Neal,male,24.0,1,0,376566,16.1,,S,Mr,McNamee,Neal,,24.0,789.0,McNamee,Mr Neal,27.0,Southampton,†,-3.0
395,294,295,0.0,3,MineffMr Ivan,male,24.0,0,0,349233,7.8958,,S,Mr,Mineff,Ivan,,24.0,811.0,Mineff,Mr Ivan,24.0,Southampton,†,0.0
396,961,962,,3,MulvihillMiss Bridget Elizabeth,female,24.0,0,0,382653,7.75,,Q,Miss,Mulvihill,Bertha,,24.0,839.0,Mulvihill,Miss Bridget Elizabeth,25.0,Queenstown,S,-1.0
397,1020,1021,,3,PetersenMr Marius,male,24.0,0,0,342441,8.05,,S,Mr,Petersen,Marius,,24.0,957.0,Petersen,Mr Marius,24.0,Southampton,†,0.0
398,1194,1195,,3,PokrnicMr Tome,male,24.0,0,0,315092,8.6625,,S,Mr,Pokrnic,Tome,,24.0,972.0,Pokrnic,Mr Tome,24.0,Southampton,†,0.0
399,437,438,1.0,2,RichardsMrs Emily,female,24.0,2,3,29106,18.75,,S,Mrs,Richards,Emily,Hocking,24.0,1009.0,Richards,Mrs Emily,24.0,Southampton,S,0.0
400,641,642,1.0,1,No name match,female,24.0,0,0,PC 17477,69.3,B35,C,Mlle,Sagesser,Emma,,24.0,,,,,,,
401,1144,1145,,3,SalanderMr Karl Johan,male,24.0,0,0,7266,9.325,,S,Mr,Salander,Karl,,24.0,1064.0,Salander,Mr Karl Johan,24.0,Southampton,†,0.0
402,394,395,1.0,3,SandströmMrs Agnes Charlotta,female,24.0,0,2,PP 9549,16.7,G6,S,Mrs,Sandstrom,Agnes,Charlotta Bengtsson,24.0,1073.0,Sandström,Mrs Agnes Charlotta,24.0,Southampton,S,0.0
403,941,942,,1,SmithMr Lucian Philip,male,24.0,1,0,13695,60.0,C31,S,Mr,Smith,Lucien,,24.0,1125.0,Smith,Mr Lucian Philip,24.0,Cherbourg,†,0.0
404,1178,1179,,1,SnyderMr John Pillsbury,male,24.0,1,0,21228,82.2667,B45,S,Mr,Snyder,John,,24.0,1130.0,Snyder,Mr John Pillsbury,24.0,Southampton,S,0.0
405,499,500,0.0,3,SvenssonMr Olof,male,24.0,0,0,350035,7.7958,,S,Mr,Svensson,Olof,,24.0,1169.0,Svensson,Mr Olof,24.0,Southampton,†,0.0
406,199,200,0.0,2,YvoisMiss Henriette,female,24.0,0,0,248747,13.0,,S,Miss,Yrois,"""Mrs","Harbeck""",24.0,1307.0,Yvois,Miss Henriette,24.0,Southampton,†,0.0
407,906,907,,2,Del CarloMr Sebastiano,female,24.0,1,0,SC/PARIS 2167,27.7208,,C,Mrs,del Ca,Argenia,Genovesi,24.0,322.0,Del Carlo,Mr Sebastiano,29.0,Cherbourg,†,-5.0
408,676,677,0.0,3,SawyerMr Frederick Charles,male,24.5,0,0,342826,8.05,,S,Mr,Sawyer,Frederick,,24.5,1076.0,Sawyer,Mr Frederick Charles,33.0,Southampton,†,-8.5
409,948,949,,3,AbelsethMr Olaus Jørgensen,male,25.0,0,0,348122,7.65,F G63,S,Mr,Abelseth,Olaus,,25.0,6.0,Abelseth,Mr Olaus Jørgensen,25.0,Southampton,S,0.0
410,784,785,0.0,3,AliMr William,male,25.0,0,0,SOTON/O.Q. 3101312,7.05,,S,Mr,Ali,William,,25.0,19.0,Ali,Mr William,25.0,Southampton,†,0.0
411,498,499,0.0,1,AllisonMrs Bessie Waldo,female,25.0,1,2,113781,151.55,C22 C26,S,Mrs,Allison,Bessie,Waldo Daniels,25.0,25.0,Allison,Mrs Bessie Waldo,25.0,Southampton,†,0.0
412,1095,1096,,2,AndrewMr Frank Thomas,male,25.0,0,0,C.A. 34050,10.5,,S,Mr,Andrew,Frank,,25.0,42.0,Andrew,Mr Frank Thomas,25.0,Southampton,†,0.0
413,353,354,0.0,3,Arnold-FranchiMr Josef,male,25.0,1,0,349237,17.8,,S,Mr,Arnold-Franchi,Josef,,25.0,49.0,Arnold-Franchi,Mr Josef,25.0,Southampton,†,0.0
414,985,986,,1,BirnbaumMr Jakob,male,25.0,0,0,13905,26.0,,C,Mr,Birnbaum,Jakob,,25.0,120.0,Birnbaum,Mr Jakob,24.0,Cherbourg,†,1.0
415,484,485,1.0,1,BishopMr Dickinson H.,male,25.0,1,0,11967,91.0792,B49,C,Mr,Bishop,Dickinson,,25.0,121.0,Bishop,Mr Dickinson H.,25.0,Cherbourg,S,0.0
416,728,729,0.0,2,BryhlMr Kurt Arnold Gottfrid,male,25.0,1,0,236853,26.0,,S,Mr,Bryhl,Kurt,Arnold,25.0,160.0,Bryhl,Mr Kurt Arnold Gottfrid,25.0,Southampton,†,0.0
417,666,667,0.0,2,ButlerMr Reginald Fenton,male,25.0,0,0,234686,13.0,,S,Mr,Butler,Reginald,,25.0,168.0,Butler,Mr Reginald Fenton,25.0,Southampton,†,0.0
418,580,581,1.0,2,ChristyMrs Alice Frances,female,25.0,1,1,237789,30.0,,S,Miss,Christy,Julie,,25.0,232.0,Christy,Mrs Alice Frances,45.0,Southampton,S,-20.0
419,794,795,0.0,3,DintcheffMr Valtcho,male,25.0,0,0,349203,7.8958,,S,Mr,Dantcheff,Ristiu,,25.0,335.0,Dintcheff,Mr Valtcho,43.0,Southampton,†,-18.0
420,1100,1101,,3,DelalicMr Redjo,male,25.0,0,0,349250,7.8958,,S,Mr,Delalic,Redjo,,25.0,324.0,Delalic,Mr Redjo,25.0,Southampton,†,0.0
421,1229,1230,,2,DenbuoyMr Albert Joseph,male,25.0,0,0,C.A. 31029,31.5,,S,Mr,Denbury,Herbert,,25.0,325.0,Denbuoy,Mr Albert Joseph,25.0,Southampton,†,0.0
422,703,704,0.0,3,GallagherMr Martin,male,25.0,0,0,36864,7.7417,,Q,Mr,Gallagher,Martin,,25.0,430.0,Gallagher,Mr Martin,29.0,Queenstown,†,-4.0
423,370,371,1.0,1,HarderMr George Achilles,male,25.0,1,0,11765,55.4417,E50,C,Mr,Harder,George,,25.0,498.0,Harder,Mr George Achilles,25.0,Cherbourg,S,0.0
424,1255,1256,,1,HarderMr George Achilles,female,25.0,1,0,11765,55.4417,E50,C,Mrs,Harder,Dorothy,Annan,25.0,498.0,Harder,Mr George Achilles,25.0,Cherbourg,S,0.0
425,785,786,0.0,3,No name match,male,25.0,0,0,374887,7.25,,S,Mr,Harmer,David,Lishin,25.0,,,,,,,
426,729,730,0.0,3,IlmakangasMiss Pieta Sofia,female,25.0,1,0,STON/O2. 3101271,7.925,,S,Miss,Ilmakangas,Pieta,,25.0,584.0,Ilmakangas,Miss Pieta Sofia,25.0,Southampton,†,0.0
427,1212,1213,,3,KrekorianMr Neshan,male,25.0,0,0,2654,7.2292,F E57,C,Mr,Krekorian,Neshan,,25.0,675.0,Krekorian,Mr Neshan,25.0,Cherbourg,S,0.0
428,685,686,0.0,2,LarocheMr Joseph Philippe Lemercier,male,25.0,1,2,SC/Paris 2123,41.5792,,C,Mr,Laroche,Joseph,Philippe,25.0,692.0,Laroche,Mr Joseph Philippe Lemercier,25.0,Cherbourg,†,0.0
429,246,247,0.0,3,LindahlMiss Agda Thorilda Viktoria,female,25.0,0,0,347071,7.775,,S,Miss,Lindahl,Agda,Thorilda,25.0,714.0,Lindahl,Miss Agda Thorilda Viktoria,25.0,Southampton,†,0.0
430,75,76,0.0,3,MoenMr Sigurd Hansen,male,25.0,0,0,348123,7.65,F G73,S,Mr,Moen,Sigurd,,25.0,817.0,Moen,Mr Sigurd Hansen,27.0,Southampton,†,-2.0
431,936,937,,3,PeltomäkiMr Nikolai Johannes,male,25.0,0,0,STON/O 2. 3101291,7.925,,S,Mr,Peltomaki,Nikolai,,25.0,946.0,Peltomäki,Mr Nikolai Johannes,25.0,Southampton,†,0.0
432,267,268,1.0,3,PerssonMr Ernst Ulrik,male,25.0,1,0,347083,7.775,,S,Mr,Persson,Ernst,,25.0,951.0,Persson,Mr Ernst Ulrik,25.0,Southampton,S,0.0
433,442,443,0.0,3,PetterssonMr Johan Emil,male,25.0,1,0,347076,7.775,,S,Mr,Petterson,Johan,,25.0,961.0,Pettersson,Mr Johan Emil,25.0,Southampton,†,0.0
434,693,694,0.0,3,SaadMr Khalil,male,25.0,0,0,2672,7.225,,C,Mr,Saad,Khalil,,25.0,1049.0,Saad,Mr Khalil,27.0,Cherbourg,†,-2.0
435,929,930,,3,SapMr Julius,male,25.0,0,0,345768,9.5,,S,Mr,Sap,Julius,,25.0,1074.0,Sap,Mr Julius,21.0,Southampton,S,4.0
436,343,344,0.0,2,SedgwickMr Charles Frederick Waddington,male,25.0,0,0,244361,13.0,,S,Mr,Sedgwick,Charles,Frederick,25.0,1082.0,Sedgwick,Mr Charles Frederick Waddington,28.0,Southampton,†,-3.0
437,880,881,1.0,2,ShelleyMrs Imanita Parrish,female,25.0,0,1,230433,26.0,,S,Mrs,Shelley,Imanita,Parrish Hall,25.0,1091.0,Shelley,Mrs Imanita Parrish,25.0,Southampton,S,0.0
438,134,135,0.0,2,SobeyMr Samuel James Hayden,male,25.0,0,0,C.A. 29178,13.0,,S,Mr,Sobey,Samuel,James,25.0,1132.0,Sobey,Mr Samuel James Hayden,25.0,Southampton,†,0.0
439,1242,1243,,2,StokesMr Philip Joseph,male,25.0,0,0,F.C.C. 13540,10.5,,S,Mr,Stokes,Philip,,25.0,1151.0,Stokes,Mr Philip Joseph,25.0,Southampton,†,0.0
440,884,885,0.0,3,SutehallMr Henry Jr,male,25.0,0,0,SOTON/OQ 392076,7.05,,S,Mr,Sutehall,Henry,,25.0,1165.0,Sutehall,Mr Henry Jr,25.0,Southampton,†,0.0
441,986,987,,3,TenglinMr Gunnar Isidor,male,25.0,0,0,350033,7.7958,,S,Mr,Tenglin,Gunnar,,25.0,1185.0,Tenglin,Mr Gunnar Isidor,25.0,Southampton,S,0.0
442,271,272,1.0,3,TörnquistMr William Henry,male,25.0,0,0,LINE,0.0,,S,Mr,Tornquist,William,,25.0,1216.0,Törnquist,Mr William Henry,25.0,Southampton,S,0.0
443,401,402,0.0,3,AdamsMr John,male,26.0,0,0,341826,8.05,,S,Mr,Adams,John,,26.0,10.0,Adams,Mr John,26.0,Southampton,†,0.0
444,207,208,1.0,3,No name match,male,26.0,0,0,2699,18.7875,,C,Mr,Albimona,Nassef,,26.0,,,,,,,
